"id","question"
"301","What parts are required for maintenance of WRS588FIHZ?"
"302","What is the equipment name of this maintenance task?"
"302","Who is the maker of the equipment for this maintenance task?"
"302","How often should the freezer drain tube be cleaned?"
"302","What type of maintenance is required for this task?"
"302","What part is required for cleaning the freezer drain tube?"
"303","What is the equipment name?"
"303","Who is the maker of the equipment?"
"303","What type of maintenance is required?"
"303","How often should the maintenance be done?"
"303","Are any parts required for the maintenance?"
"304","What is the recommended frequency for replacing the water filter housing seal on the KRFF507HPS?"
"304","What specific part is required for replacing the seal on the KRFF507HPS?"
"304","Which brand manufactures the KRFF507HPS equipment?"
"304","What type of maintenance is needed for the KRFF507HPS related to the water filter housing seal?"
"304","How often should the water filter housing seal on the KRFF507HPS be replaced?"
"305","What is the recommended maintenance for the Maytag MFI2269FRZ?"
"305","How often should the condenser coils be cleaned for the Maytag MFI2269FRZ?"
"305","What tool is required to clean the condenser coils of the Maytag MFI2269FRZ?"
"305","Who is the manufacturer of the Maytag MFI2269FRZ?"
"305","What type of maintenance is required bi-annually for the Maytag MFI2269FRZ?"
"306","What maintenance should be performed on the Bosch B36CL80SNS every quarter?"
"306","What parts are required for checking the door seal magnetism on the Bosch B36CL80SNS?"
"306","How often should the door seal magnetism be checked on the Bosch B36CL80SNS?"
"306","Which equipment model requires the check on door seal magnetism with a metal paper clip?"
"306","What is the maker of the equipment that needs the door seal magnetism checked?"
"307","What equipment_name should be inspected for annual maintenance?"
"307","Which maker produces the FGHB2868TD?"
"307","How often should the water inlet valve be inspected?"
"307","What type of maintenance should be performed on the water inlet valve?"
"307","Are any parts required for the maintenance of the FGHB2868TD?"
"308","What is the recommended frequency for maintenance of the LG LRFDC2406D?"
"308","What specific maintenance task should be done bi-annually for the LG LRFDC2406D?"
"308","What parts are required for cleaning the ice crusher blades of the LG LRFDC2406D?"
"308","What is the maker of the equipment with the model LRFDC2406D?"
"308","What equipment model requires the use of a soft brush for maintenance?"
"309","What equipment does the RF28R7351SG pertain to?"
"309","What type of maintenance is required for the RF28R7351SG?"
"309","How often should the defrost thermostat be checked?"
"309","What parts are required for checking the defrost thermostat?"
"309","Who is the maker of the RF28R7351SG?"
"310","What equipment requires cleaning of the interior light housing?"
"310","Who is the maker of the equipment?"
"310","How often should the interior light housing be cleaned?"
"310","What type of maintenance is required for WRS325SDHZ?"
"310","Which parts are required for cleaning the interior light housing?"
"311","What is the equipment name for the maintenance task?"
"311","Who is the maker of the equipment?"
"311","How often should the start capacitor be inspected?"
"311","What type of equipment is required for this maintenance task?"
"311","What parts are required for inspecting the start capacitor?"
"312","What is the recommended frequency for cleaning the air filter?"
"312","What equipment is required for cleaning the air filter?"
"312","Which brand manufactured the FFSS2615TD equipment?"
"312","What type of maintenance is required for the FFSS2615TD equipment?"
"312","Are there any specific parts needed for cleaning the air filter of the FFSS2615TD?"
"313","What is the recommended frequency for checking the ice maker water level on the KBSD618ESS?"
"313","What parts are required for this maintenance?"
"313","What equipment is this maintenance task related to?"
"313","Who is the maker of the KBSD618ESS?"
"313","What type of maintenance is required for the KBSD618ESS ice maker water level?"
"314","When should I inspect the evaporator drain pan on the MFI2570FEZ?"
"314","What is the recommended frequency for inspecting the evaporator drain pan on the MFI2570FEZ?"
"314","What equipment do I need to inspect the evaporator drain pan on the MFI2570FEZ?"
"314","What parts are required for inspecting the evaporator drain pan on the MFI2570FEZ?"
"314","Which maker produces the MFI2570FEZ?"
"315","What is the recommended frequency for cleaning the door seal on the Bosch B36IDE80SN?"
"315","What equipment is needed to clean the door seal on the Bosch B36IDE80SN?"
"315","How often should mild soap solution be used for cleaning the door seal on the Bosch B36IDE80SN?"
"315","What type of maintenance is required for the Bosch B36IDE80SN?"
"315","Which maker produces the Bosch B36IDE80SN?"
"316","What is the recommended frequency for checking refrigerant levels on the PRMC2285AF?"
"316","Which equipment maker produces the PRMC2285AF?"
"316","What type of maintenance is required for the PRMC2285AF?"
"316","What part is needed to check the refrigerant levels on the PRMC2285AF?"
"316","How often should the refrigerant gauge be used on the PRMC2285AF?"
"317","What is the equipment name of the device?"
"317","Who is the maker of the device?"
"317","What type of maintenance should be performed weekly?"
"317","What parts are required for the maintenance?"
"317","How often should the maintenance be performed?"
"318","What is the recommended maintenance frequency for inspecting the defrost drain heater on RF23M8090SG?"
"318","What equipment is required for inspecting the defrost drain heater on RF23M8090SG?"
"318","Which maker produces the RF23M8090SG refrigerator?"
"318","What type of maintenance is recommended for the RF23M8090SG refrigerator?"
"318","What parts are required for inspecting the defrost drain heater on RF23M8090SG?"
"319","What is the recommended frequency for cleaning the ice maker tray on the WRT518SZFM?"
"319","What equipment is needed to clean the ice maker tray?"
"319","Which manufacturer produces the WRT518SZFM?"
"319","What type of maintenance is required for the WRT518SZFM?"
"319","What parts are required for cleaning the ice maker tray?"
"320","What is the recommended frequency for checking the temperature control board on the GDE21EGKBB refrigerator?"
"320","Does the maintenance of the temperature control board on the GDE21EGKBB refrigerator require any parts replacement?"
"320","Which brand manufactures the GDE21EGKBB refrigerator?"
"320","What type of maintenance is recommended for the GDE21EGKBB refrigerator?"
"320","What equipment model is associated with the maintenance of the temperature control board?"
"321","What is the equipment name that requires maintenance?"
"321","Who is the maker of the equipment?"
"321","How often should the condenser fan motor be inspected?"
"321","Are any parts required for the maintenance?"
"321","What type of maintenance is recommended for this equipment?"
"322","What is the recommended frequency for cleaning the water dispenser drip tray of the KitchenAid KRSF705HPS?"
"322","What type of maintenance is required for the water dispenser drip tray of the KitchenAid KRSF705HPS?"
"322","What parts are required for cleaning the water dispenser drip tray of the KitchenAid KRSF705HPS?"
"322","How often should the water dispenser drip tray of the KitchenAid KRSF705HPS be cleaned?"
"322","What is the maker and equipment name of the water dispenser drip tray that requires cleaning?"
"323","What is the equipment name for the maintenance?"
"323","Which maker produces the equipment?"
"323","How often should the maintenance be performed?"
"323","Are any parts required for this maintenance?"
"323","What type of maintenance is recommended for the equipment?"
"324","What is the equipment name of the Bosch model that requires annual maintenance?"
"324","What is the specific type of maintenance required for the Bosch model B36CL80ENB?"
"324","How often should the main control board of the Bosch model B36CL80ENB be inspected?"
"324","Are any parts required for the maintenance of the Bosch model B36CL80ENB?"
"324","What is the maker of the equipment B36CL80ENB that requires annual inspection?"
"325","What is the recommended frequency for cleaning the ice maker water inlet tube on the Frigidaire FGRU19F6QF?"
"325","What parts are required for cleaning the ice maker water inlet tube on the Frigidaire FGRU19F6QF?"
"325","What type of maintenance is recommended for the Frigidaire FGRU19F6QF?"
"325","How often should the ice maker water inlet tube be cleaned on the Frigidaire FGRU19F6QF?"
"325","What is the maker of the Frigidaire FGRU19F6QF?"
"326","What is the recommended frequency for checking the freezer defrost cycle on LTCS24223S?"
"326","What type of maintenance is required for LTCS24223S?"
"326","Which parts are required for maintaining LTCS24223S?"
"326","Who is the maker of LTCS24223S?"
"326","What equipment model is LTCS24223S?"
"327","What is the recommended frequency for inspecting the ice maker ejector arm?"
"327","What equipment model does this maintenance task pertain to?"
"327","What parts are required for inspecting the ice maker ejector arm?"
"327","Which maker produces the equipment RF28T5001SG?"
"327","What type of maintenance is recommended for this equipment?"
"328","What is the recommended frequency for cleaning the refrigerator shelves?"
"328","What is the specific equipment name for this maintenance task?"
"328","Which maker produces the equipment that requires cleaning?"
"328","What type of maintenance task involves using mild detergent?"
"328","What parts are required for cleaning the refrigerator shelves?"
"329","What equipment model requires bi-annual maintenance for checking the door stop?"
"329","Which maker produces the GTS22KYNRFS?"
"329","What type of maintenance is recommended for the GTS22KYNRFS bi-annually?"
"329","Does checking the door stop of the GTS22KYNRFS require any additional parts?"
"329","How often should the door stop of the GTS22KYNRFS be inspected?"
"330","What equipment is involved in inspecting compressor relay?"
"330","Which maker's equipment requires annual inspection of compressor relay?"
"330","How often should the compressor relay be inspected?"
"330","What type of maintenance is needed for FFSS2615TS?"
"330","What parts are required for inspecting compressor relay on FFSS2615TS?"
"331","What is the recommended frequency for cleaning the ice crusher chute on the KRFC704FSS?"
"331","What specific maintenance task should be performed on the ice crusher chute?"
"331","What equipment requires cleaning with a sanitizing wipe?"
"331","Which maker produces the KRFC704FSS model?"
"331","Is any specific part required for cleaning the ice crusher chute?"
"332","What is the recommended frequency for checking the defrost drain on the MFI2269DRZ?"
"332","What parts are required for performing maintenance on the defrost drain of the MFI2269DRZ?"
"332","Which equipment manufacturer produces the MFI2269DRZ?"
"332","What type of maintenance is recommended for the MFI2269DRZ?"
"332","What is the equipment name of the model with ID 332?"
"333","What equipment is associated with ID 333?"
"333","Who is the maker of the equipment?"
"333","What type of maintenance is required?"
"333","How often should the maintenance be performed?"
"333","Are any parts required for the maintenance?"
"334","What is the recommended frequency for cleaning the water filter bypass plug on FGHB2868TF?"
"334","What parts are required for cleaning the water filter bypass plug on FGHB2868TF?"
"334","Which maker produces the equipment FGHB2868TF?"
"334","What type of maintenance is required for FGHB2868TF?"
"334","Can you suggest a tool for cleaning the water filter bypass plug on FGHB2868TF?"
"335","What is the recommended frequency for checking the ice maker fill cup on the LG LRFNS2503S?"
"335","Does the maintenance of the ice maker fill cup on the LG LRFNS2503S require any specific parts?"
"335","Which equipment model from LG needs to have the ice maker fill cup checked monthly?"
"335","What type of maintenance is required for the ice maker fill cup on the LG LRFNS2503S?"
"335","Who is the maker of the equipment that requires the ice maker fill cup to be checked monthly?"
"336","What equipment model needs inspection of the auger motor?"
"336","How often should the auger motor be inspected?"
"336","Is any specific part required for maintenance?"
"336","Which manufacturer produces the equipment?"
"336","What type of maintenance is recommended for the equipment?"
"337","What is the recommended frequency for cleaning the freezer shelves on the WRT311FZDW?"
"337","What parts are required to clean the freezer shelves on the WRT311FZDW?"
"337","What type of maintenance is suggested for the WRT311FZDW?"
"337","Which maker produces the WRT311FZDW in question?"
"337","What equipment name should be used for cleaning the freezer shelves?"
"338","What is the recommended frequency for checking the door cam on the GE GDE21EGKWW?"
"338","What parts are required for the maintenance of the door cam on the GE GDE21EGKWW?"
"338","What type of maintenance should be performed on the door cam of the GE GDE21EGKWW?"
"338","What is the equipment name of the GE refrigerator that requires a quarterly check on the door cam?"
"338","Which maker produces the GE GDE21EGKWW refrigerator?"
"339","What is the recommended frequency for inspecting the temperature sensor on the FFHT1425VV?"
"339","What equipment is needed to perform maintenance on the temperature sensor?"
"339","What is the maker of the FFHT1425VV equipment?"
"339","What type of maintenance is recommended for the temperature sensor on FFHT1425VV?"
"339","What parts are required for inspecting the temperature sensor on FFHT1425VV?"
"340","What is the recommended frequency for cleaning the air filter housing on the KitchenAid KBSN608ESS?"
"340","What parts are required for cleaning the air filter housing?"
"340","What type of maintenance is recommended for the KitchenAid KBSN608ESS?"
"340","Which equipment model needs the air filter housing to be cleaned monthly?"
"340","Who is the maker of the KitchenAid KBSN608ESS?"
"341","What is the recommended frequency for checking the defrost heater on Maytag MRT118FFFH?"
"341","What equipment is needed for checking the defrost heater on Maytag MRT118FFFH?"
"341","What is the type of maintenance required for Maytag MRT118FFFH?"
"341","What parts are required for checking the defrost heater on Maytag MRT118FFFH?"
"341","Who is the maker of Maytag MRT118FFFH?"
"342","What is the equipment name that requires inspection?"
"342","Who is the maker of the equipment?"
"342","What type of maintenance is required for the equipment?"
"342","How frequently should the maintenance be performed?"
"342","Are any parts required for the maintenance?"
"343","What is the recommended frequency for cleaning ice maker ejector blades on FGSC2335TF?"
"343","What equipment is this maintenance task for?"
"343","Who is the maker of FGSC2335TF?"
"343","What type of maintenance is required for FGSC2335TF?"
"343","What parts are required for cleaning ice maker ejector blades on FGSC2335TF?"
"344","What is the recommended frequency for checking the compressor start relay on the LRFXC2416S?"
"344","What equipment is required to perform maintenance on the LRFXC2416S compressor start relay?"
"344","Which manufacturer produces the LRFXC2416S model?"
"344","What type of maintenance should be conducted annually on the LRFXC2416S compressor start relay?"
"344","What parts are needed for checking the LRFXC2416S compressor start relay?"
"345","What equipment is being worked on?"
"345","Who is the maker of the equipment?"
"345","What type of maintenance is required?"
"345","How often should the maintenance be performed?"
"345","What parts are required for the maintenance?"
"346","What equipment requires inspection for ice level control board?"
"346","What is the frequency of maintenance for WRF535SWHZ?"
"346","Are any parts required for this maintenance?"
"346","Who is the maker of the equipment?"
"346","Should the technician inspect the ice level control board bi-annually for WRF535SWHZ?"
"347","What is the recommended frequency for cleaning the water tank of the GNE25JSKSS?"
"347","What parts are required for the maintenance of the GNE25JSKSS water tank?"
"347","What is the equipment name for the maintenance task involving cleaning the water tank?"
"347","Who is the maker of the GNE25JSKSS?"
"347","What type of maintenance is recommended for the GNE25JSKSS water tank?"
"348","What is the recommended frequency for checking the freezer door seal on the FFSS2615TD?"
"348","Are any parts required for the maintenance of the FFSS2615TD freezer door seal?"
"348","What type of maintenance should be performed on the FFSS2615TD?"
"348","Who is the maker of the FFSS2615TD equipment?"
"348","What is the equipment name for the maintenance task involving checking the freezer door seal?"
"349","What is the recommended frequency for inspecting the icemaker thermostat on the KitchenAid KRFC300EBS?"
"349","What equipment is required for inspecting the icemaker thermostat on the KitchenAid KRFC300EBS?"
"349","Who is the maker of the KitchenAid KRFC300EBS?"
"349","What type of maintenance is recommended for the icemaker thermostat on the KitchenAid KRFC300EBS?"
"349","Are any specific parts required for inspecting the icemaker thermostat on the KitchenAid KRFC300EBS?"
"350","What is the recommended frequency for cleaning the condenser fan blade on the MFI2269FRZ?"
"350","What equipment is required to clean the condenser fan blade on the MFI2269FRZ?"
"350","What type of maintenance is recommended for the MFI2269FRZ?"
"350","Who is the maker of the MFI2269FRZ?"
"350","What parts are required for cleaning the condenser fan blade on the MFI2269FRZ?"
"351","What is the recommended frequency for checking the defrost limit switch on the B36CT81SNS?"
"351","What equipment is required to perform maintenance on the defrost limit switch?"
"351","What is the maker of the B36CT81SNS?"
"351","What type of maintenance should be done on the defrost limit switch?"
"351","What parts are required for checking the defrost limit switch on the B36CT81SNS?"
